participant_id,experiment,item,cond,presentation_order,literal_response,response,timestamp,english_first_language,country_of_birth
613231c7b264c7a16314d253,Filler,21,NA,0,NA,3-Neutral,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,94,comprehension,1,Yes,Yes,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,Filler,16,NA,2,NA,5-Very Natural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,89,comprehension,3,No,Yes,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,Filler,17,NA,4,NA,4-Natural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,90,comprehension,5,No,No,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,V-Prep-NP,9,of_PP,6,NA,2-Unnatural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,28,comprehension,7,Yes,Yes,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,V-P-NP,5,other_NP,8,NA,3-Neutral,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,Filler,34,NA,9,NA,4-Natural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,107,comprehension,10,Yes,Yes,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,Filler,10,NA,11,NA,5-Very Natural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,83,comprehension,12,No,No,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,Filler,14,NA,13,NA,5-Very Natural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,87,comprehension,14,No,No,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,V-Prep-NP,2,of_PP,15,NA,2-Unnatural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,6,comprehension,16,No,No,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,V-Prep-NP,3,of_base,17,NA,5-Very Natural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,7,comprehension,18,Yes,No,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,Filler,11,NA,19,NA,3-Neutral,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,84,comprehension,20,No,No,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,Filler,29,NA,21,NA,5-Very Natural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,102,comprehension,22,Yes,No,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,V-P-NP,6,other_PP,23,NA,2-Unnatural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,V-Prep-NP,1,of_PP,24,NA,3-Neutral,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,3,comprehension,25,Yes,No,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,V-Prep-NP,7,of_NP,26,NA,2-Unnatural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,21,comprehension,27,Yes,No,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,V-Prep-NP,8,of_base,28,NA,4-Natural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,23,comprehension,29,No,No,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,Filler,1,NA,30,NA,4-Natural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,74,comprehension,31,No,No,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,Filler,36,NA,32,NA,5-Very Natural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,109,comprehension,33,Yes,Yes,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,Filler,28,NA,34,NA,4-Natural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,101,comprehension,35,Yes,Yes,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,Filler,4,NA,36,NA,4-Natural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,77,comprehension,37,No,No,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,Filler,19,NA,38,NA,4-Natural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,92,comprehension,39,No,No,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,Filler,32,NA,40,NA,5-Very Natural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,105,comprehension,41,Yes,Yes,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,V-P-NP,10,other_NP,42,NA,3-Neutral,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,V-P-NP,2,other_base,43,NA,5-Very Natural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,V-P-NP,11,other_base,44,NA,5-Very Natural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,V-Prep-NP,5,of_NP,45,NA,2-Unnatural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,15,comprehension,46,Yes,Yes,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,V-Prep-NP,6,of_base,47,NA,5-Very Natural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,17,comprehension,48,No,No,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,V-P-NP,9,other_base,49,NA,5-Very Natural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,Filler,9,NA,50,NA,2-Unnatural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,82,comprehension,51,No,Yes,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,V-P-NP,4,other_PP,52,NA,3-Neutral,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,Filler,22,NA,53,NA,5-Very Natural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,95,comprehension,54,Yes,Yes,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,Filler,24,NA,55,NA,4-Natural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,97,comprehension,56,Yes,Yes,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,Filler,38,NA,57,NA,3-Neutral,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,111,comprehension,58,Yes,Yes,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,Filler,5,NA,59,NA,2-Unnatural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,78,comprehension,60,No,No,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,V-P-NP,8,other_PP,61,NA,3-Neutral,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,Filler,2,NA,62,NA,4-Natural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,75,comprehension,63,No,No,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,Filler,8,NA,64,NA,5-Very Natural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,81,comprehension,65,No,No,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,Filler,31,NA,66,NA,4-Natural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,104,comprehension,67,Yes,Yes,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,Filler,18,NA,68,NA,5-Very Natural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,91,comprehension,69,No,No,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,Filler,6,NA,70,NA,5-Very Natural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,79,comprehension,71,No,No,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,Filler,25,NA,72,NA,4-Natural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,98,comprehension,73,Yes,Yes,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,Filler,13,NA,74,NA,4-Natural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,86,comprehension,75,No,No,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,V-Prep-NP,12,of_NP,76,NA,2-Unnatural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,36,comprehension,77,No,No,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,Filler,30,NA,78,NA,4-Natural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,103,comprehension,79,Yes,Yes,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,V-P-NP,1,other_base,80,NA,5-Very Natural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,Filler,7,NA,81,NA,5-Very Natural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,80,comprehension,82,No,No,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,Filler,39,NA,83,NA,4-Natural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,112,comprehension,84,Yes,Yes,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,Filler,40,NA,85,NA,4-Natural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,113,comprehension,86,Yes,Yes,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,Filler,27,NA,87,NA,4-Natural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,100,comprehension,88,Yes,Yes,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,Filler,33,NA,89,NA,2-Unnatural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,106,comprehension,90,Yes,Yes,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,Filler,35,NA,91,NA,4-Natural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,108,comprehension,92,Yes,Yes,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,Filler,15,NA,93,NA,4-Natural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,88,comprehension,94,No,No,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,V-Prep-NP,10,of_NP,95,NA,2-Unnatural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,30,comprehension,96,No,No,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,V-P-NP,3,other_PP,97,NA,3-Neutral,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,V-P-NP,12,other_NP,98,NA,3-Neutral,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,Filler,20,NA,99,NA,5-Very Natural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,93,comprehension,100,No,No,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,Filler,3,NA,101,NA,5-Very Natural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,76,comprehension,102,No,No,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,Filler,12,NA,103,NA,4-Natural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,85,comprehension,104,No,No,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,V-P-NP,7,other_NP,105,NA,4-Natural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,Filler,23,NA,106,NA,3-Neutral,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,96,comprehension,107,Yes,Yes,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,V-Prep-NP,11,of_PP,108,NA,2-Unnatural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,34,comprehension,109,Yes,Yes,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,Filler,37,NA,110,NA,4-Natural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,110,comprehension,111,Yes,Yes,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,Filler,26,NA,112,NA,4-Natural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,99,comprehension,113,Yes,Yes,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,V-Prep-NP,4,of_base,114,NA,5-Very Natural,2024-05-08 07:35:37,Yes,UK
613231c7b264c7a16314d253,comprehension,10,comprehension,115,No,No,2024-05-08 07:35:37,Yes,UK
6074306de42e484f0f55a212,Filler,31,NA,0,NA,4-Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,104,comprehension,1,Yes,Yes,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,Filler,18,NA,2,NA,4-Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,91,comprehension,3,No,No,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,V-P-NP,9,other_PP,4,NA,4-Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,V-Prep-NP,7,of_NP,5,NA,1-Very Unnatural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,21,comprehension,6,Yes,Yes,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,V-Prep-NP,4,of_PP,7,NA,2-Unnatural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,13,comprehension,8,No,No,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,Filler,38,NA,9,NA,4-Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,111,comprehension,10,Yes,Yes,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,V-Prep-NP,9,of_base,11,NA,4-Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,26,comprehension,12,Yes,Yes,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,V-Prep-NP,11,of_base,13,NA,5-Very Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,32,comprehension,14,Yes,Yes,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,Filler,7,NA,15,NA,5-Very Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,80,comprehension,16,No,No,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,Filler,19,NA,17,NA,4-Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,92,comprehension,18,No,No,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,Filler,9,NA,19,NA,4-Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,82,comprehension,20,No,Yes,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,Filler,23,NA,21,NA,3-Neutral,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,96,comprehension,22,Yes,Yes,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,Filler,16,NA,23,NA,4-Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,89,comprehension,24,No,Yes,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,Filler,6,NA,25,NA,4-Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,79,comprehension,26,No,No,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,Filler,10,NA,27,NA,5-Very Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,83,comprehension,28,No,No,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,V-Prep-NP,5,of_PP,29,NA,2-Unnatural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,16,comprehension,30,Yes,Yes,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,Filler,2,NA,31,NA,4-Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,75,comprehension,32,No,No,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,V-P-NP,2,other_NP,33,NA,3-Neutral,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,Filler,20,NA,34,NA,4-Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,93,comprehension,35,No,No,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,Filler,39,NA,36,NA,4-Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,112,comprehension,37,Yes,Yes,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,Filler,27,NA,38,NA,4-Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,100,comprehension,39,Yes,Yes,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,Filler,29,NA,40,NA,4-Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,102,comprehension,41,Yes,Yes,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,Filler,25,NA,42,NA,3-Neutral,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,98,comprehension,43,Yes,Yes,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,V-P-NP,5,other_base,44,NA,5-Very Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,V-P-NP,6,other_base,45,NA,4-Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,Filler,35,NA,46,NA,4-Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,108,comprehension,47,Yes,Yes,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,Filler,32,NA,48,NA,4-Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,105,comprehension,49,Yes,Yes,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,V-P-NP,12,other_NP,50,NA,4-Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,V-P-NP,11,other_PP,51,NA,3-Neutral,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,V-P-NP,7,other_NP,52,NA,4-Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,V-P-NP,8,other_NP,53,NA,4-Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,V-Prep-NP,2,of_NP,54,NA,3-Neutral,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,5,comprehension,55,No,Yes,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,V-P-NP,1,other_PP,56,NA,4-Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,Filler,4,NA,57,NA,4-Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,77,comprehension,58,No,No,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,V-P-NP,4,other_base,59,NA,4-Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,V-Prep-NP,3,of_PP,60,NA,2-Unnatural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,9,comprehension,61,Yes,Yes,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,Filler,36,NA,62,NA,4-Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,109,comprehension,63,Yes,Yes,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,Filler,15,NA,64,NA,4-Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,88,comprehension,65,No,No,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,Filler,13,NA,66,NA,4-Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,86,comprehension,67,No,No,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,Filler,24,NA,68,NA,4-Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,97,comprehension,69,Yes,Yes,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,Filler,8,NA,70,NA,4-Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,81,comprehension,71,No,No,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,V-Prep-NP,6,of_PP,72,NA,2-Unnatural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,19,comprehension,73,No,No,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,Filler,11,NA,74,NA,4-Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,84,comprehension,75,No,No,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,Filler,22,NA,76,NA,5-Very Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,95,comprehension,77,Yes,Yes,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,Filler,40,NA,78,NA,4-Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,113,comprehension,79,Yes,No,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,Filler,21,NA,80,NA,4-Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,94,comprehension,81,Yes,Yes,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,V-Prep-NP,1,of_base,82,NA,4-Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,1,comprehension,83,Yes,No,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,Filler,26,NA,84,NA,4-Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,99,comprehension,85,Yes,Yes,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,Filler,33,NA,86,NA,4-Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,106,comprehension,87,Yes,Yes,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,Filler,5,NA,88,NA,4-Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,78,comprehension,89,No,No,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,V-Prep-NP,8,of_NP,90,NA,2-Unnatural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,24,comprehension,91,No,No,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,Filler,37,NA,92,NA,4-Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,110,comprehension,93,Yes,Yes,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,Filler,28,NA,94,NA,4-Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,101,comprehension,95,Yes,Yes,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,Filler,1,NA,96,NA,4-Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,74,comprehension,97,No,No,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,V-Prep-NP,12,of_NP,98,NA,4-Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,36,comprehension,99,No,No,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,V-P-NP,3,other_base,100,NA,4-Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,Filler,30,NA,101,NA,4-Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,103,comprehension,102,Yes,Yes,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,V-Prep-NP,10,of_base,103,NA,4-Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,29,comprehension,104,No,No,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,Filler,3,NA,105,NA,4-Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,76,comprehension,106,No,No,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,Filler,34,NA,107,NA,4-Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,107,comprehension,108,Yes,Yes,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,Filler,14,NA,109,NA,4-Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,87,comprehension,110,No,No,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,Filler,12,NA,111,NA,4-Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,85,comprehension,112,No,No,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,Filler,17,NA,113,NA,4-Natural,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,comprehension,90,comprehension,114,No,No,2024-05-08 07:40:21,Yes,UK
6074306de42e484f0f55a212,V-P-NP,10,other_PP,115,NA,2-Unnatural,2024-05-08 07:40:21,Yes,UK
6605df6813d6bdfa1382d653,V-Prep-NP,12,of_PP,0,NA,4-Natural,2024-05-08 07:43:24,Yes,UK
6605df6813d6bdfa1382d653,comprehension,37,comprehension,1,No,No,2024-05-08 07:43:24,Yes,UK
6605df6813d6bdfa1382d653,Filler,33,NA,2,NA,4-Natural,2024-05-08 07:43:24,Yes,UK
6605df6813d6bdfa1382d653,comprehension,106,comprehension,3,Yes,Yes,2024-05-08 07:43:24,Yes,UK
6605df6813d6bdfa1382d653,Filler,4,NA,4,NA,3-Neutral,2024-05-08 07:43:24,Yes,UK
6605df6813d6bdfa1382d653,comprehension,77,comprehension,5,No,No,2024-05-08 07:43:24,Yes,UK
6605df6813d6bdfa1382d653,V-Prep-NP,4,of_base,6,NA,5-Very Natural,2024-05-08 07:43:24,Yes,UK
6605df6813d6bdfa1382d653,comprehension,10,comprehension,7,No,No,2024-05-08 07:43:24,Yes,UK
6605df6813d6bdfa1382d653,V-Prep-NP,10,of_NP,8,NA,4-Natural,2024-05-08 07:43:24,Yes,UK
6605df6813d6bdfa1382d653,comprehension,30,comprehension,9,No,No,2024-05-08 07:43:24,Yes,UK
6605df6813d6bdfa1382d653,V-P-NP,11,other_PP,10,NA,3-Neutral,2024-05-08 07:43:24,Yes,UK
6605df6813d6bdfa1382d653,Filler,27,NA,11,NA,4-Natural,2024-05-08 07:43:24,Yes,UK
6605df6813d6bdfa1382d653,comprehension,100,comprehension,12,Yes,Yes,2024-05-08 07:43:24,Yes,UK
6605df6813d6bdfa1382d653,Filler,40,NA,13,NA,4-Natural,2024-05-08 07:43:24,Yes,UK
6605df6813d6bdfa1382d653,comprehension,113,comprehension,14,Yes,Yes,2024-05-08 07:43:24,Yes,UK
6605df6813d6bdfa1382d653,Filler,12,NA,15,NA,5-Very Natural,2024-05-08 07:43:24,Yes,UK
6605df6813d6bdfa1382d653,comprehension,85,comprehension,16,No,Yes,2024-05-08 07:43:24,Yes,UK
6605df6813d6bdfa1382d653,Filler,14,NA,17,NA,4-Natural,2024-05-08 07:43:24,Yes,UK
