participant_id,experiment,item,cond,presentation_order,literal_response,response,timestamp,english_first_language,country_of_birth
604b9da9b8382c606f144197,Filler,37,NA,79,NA,4-Natural,2024-05-08 07:47:02,Yes,UK
604b9da9b8382c606f144197,comprehension,110,comprehension,80,Yes,Yes,2024-05-08 07:47:02,Yes,UK
604b9da9b8382c606f144197,V-Prep-NP,1,of_NP,81,NA,4-Natural,2024-05-08 07:47:02,Yes,UK
604b9da9b8382c606f144197,comprehension,2,comprehension,82,Yes,Yes,2024-05-08 07:47:02,Yes,UK
604b9da9b8382c606f144197,V-P-NP,11,other_base,83,NA,5-Very Natural,2024-05-08 07:47:02,Yes,UK
604b9da9b8382c606f144197,Filler,14,NA,84,NA,5-Very Natural,2024-05-08 07:47:02,Yes,UK
604b9da9b8382c606f144197,comprehension,87,comprehension,85,No,No,2024-05-08 07:47:02,Yes,UK
604b9da9b8382c606f144197,Filler,33,NA,86,NA,5-Very Natural,2024-05-08 07:47:02,Yes,UK
604b9da9b8382c606f144197,comprehension,106,comprehension,87,Yes,Yes,2024-05-08 07:47:02,Yes,UK
604b9da9b8382c606f144197,V-Prep-NP,4,of_NP,88,NA,4-Natural,2024-05-08 07:47:02,Yes,UK
604b9da9b8382c606f144197,comprehension,12,comprehension,89,No,No,2024-05-08 07:47:02,Yes,UK
604b9da9b8382c606f144197,Filler,9,NA,90,NA,4-Natural,2024-05-08 07:47:02,Yes,UK
604b9da9b8382c606f144197,comprehension,82,comprehension,91,No,Yes,2024-05-08 07:47:02,Yes,UK
604b9da9b8382c606f144197,V-Prep-NP,5,of_base,92,NA,3-Neutral,2024-05-08 07:47:02,Yes,UK
604b9da9b8382c606f144197,comprehension,14,comprehension,93,Yes,Yes,2024-05-08 07:47:02,Yes,UK
604b9da9b8382c606f144197,Filler,16,NA,94,NA,5-Very Natural,2024-05-08 07:47:02,Yes,UK
604b9da9b8382c606f144197,comprehension,89,comprehension,95,No,Yes,2024-05-08 07:47:02,Yes,UK
604b9da9b8382c606f144197,Filler,6,NA,96,NA,4-Natural,2024-05-08 07:47:02,Yes,UK
604b9da9b8382c606f144197,comprehension,79,comprehension,97,No,No,2024-05-08 07:47:02,Yes,UK
604b9da9b8382c606f144197,Filler,17,NA,98,NA,4-Natural,2024-05-08 07:47:02,Yes,UK
604b9da9b8382c606f144197,comprehension,90,comprehension,99,No,No,2024-05-08 07:47:02,Yes,UK
604b9da9b8382c606f144197,Filler,24,NA,100,NA,4-Natural,2024-05-08 07:47:02,Yes,UK
604b9da9b8382c606f144197,comprehension,97,comprehension,101,Yes,Yes,2024-05-08 07:47:02,Yes,UK
604b9da9b8382c606f144197,Filler,22,NA,102,NA,5-Very Natural,2024-05-08 07:47:02,Yes,UK
604b9da9b8382c606f144197,comprehension,95,comprehension,103,Yes,Yes,2024-05-08 07:47:02,Yes,UK
604b9da9b8382c606f144197,Filler,15,NA,104,NA,4-Natural,2024-05-08 07:47:02,Yes,UK
604b9da9b8382c606f144197,comprehension,88,comprehension,105,No,No,2024-05-08 07:47:02,Yes,UK
604b9da9b8382c606f144197,Filler,34,NA,106,NA,4-Natural,2024-05-08 07:47:02,Yes,UK
604b9da9b8382c606f144197,comprehension,107,comprehension,107,Yes,Yes,2024-05-08 07:47:02,Yes,UK
604b9da9b8382c606f144197,Filler,38,NA,108,NA,4-Natural,2024-05-08 07:47:02,Yes,UK
604b9da9b8382c606f144197,comprehension,111,comprehension,109,Yes,Yes,2024-05-08 07:47:02,Yes,UK
604b9da9b8382c606f144197,Filler,23,NA,110,NA,4-Natural,2024-05-08 07:47:02,Yes,UK
604b9da9b8382c606f144197,comprehension,96,comprehension,111,Yes,Yes,2024-05-08 07:47:02,Yes,UK
604b9da9b8382c606f144197,Filler,20,NA,112,NA,5-Very Natural,2024-05-08 07:47:02,Yes,UK
604b9da9b8382c606f144197,comprehension,93,comprehension,113,No,No,2024-05-08 07:47:02,Yes,UK
604b9da9b8382c606f144197,Filler,40,NA,114,NA,4-Natural,2024-05-08 07:47:02,Yes,UK
604b9da9b8382c606f144197,comprehension,113,comprehension,115,Yes,Yes,2024-05-08 07:47:02,Yes,UK
651c10cdf893ceabafc002da,V-P-NP,7,other_base,0,NA,2-Unnatural,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,Filler,37,NA,1,NA,4-Natural,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,110,comprehension,2,Yes,Yes,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,Filler,24,NA,3,NA,4-Natural,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,97,comprehension,4,Yes,Yes,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,Filler,4,NA,5,NA,3-Neutral,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,77,comprehension,6,No,No,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,V-Prep-NP,7,of_PP,7,NA,2-Unnatural,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,22,comprehension,8,Yes,Yes,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,Filler,27,NA,9,NA,5-Very Natural,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,100,comprehension,10,Yes,Yes,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,Filler,10,NA,11,NA,5-Very Natural,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,83,comprehension,12,No,No,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,Filler,39,NA,13,NA,3-Neutral,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,112,comprehension,14,Yes,Yes,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,Filler,25,NA,15,NA,3-Neutral,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,98,comprehension,16,Yes,Yes,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,Filler,21,NA,17,NA,4-Natural,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,94,comprehension,18,Yes,Yes,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,Filler,11,NA,19,NA,2-Unnatural,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,84,comprehension,20,No,No,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,V-P-NP,9,other_NP,21,NA,5-Very Natural,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,V-Prep-NP,10,of_base,22,NA,5-Very Natural,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,29,comprehension,23,No,No,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,Filler,30,NA,24,NA,5-Very Natural,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,103,comprehension,25,Yes,Yes,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,V-Prep-NP,8,of_base,26,NA,4-Natural,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,23,comprehension,27,No,No,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,V-P-NP,6,other_base,28,NA,3-Neutral,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,Filler,40,NA,29,NA,4-Natural,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,113,comprehension,30,Yes,Yes,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,V-P-NP,11,other_base,31,NA,5-Very Natural,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,Filler,2,NA,32,NA,3-Neutral,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,75,comprehension,33,No,No,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,Filler,28,NA,34,NA,4-Natural,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,101,comprehension,35,Yes,Yes,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,V-Prep-NP,6,of_PP,36,NA,2-Unnatural,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,19,comprehension,37,No,No,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,Filler,19,NA,38,NA,3-Neutral,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,92,comprehension,39,No,No,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,Filler,33,NA,40,NA,4-Natural,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,106,comprehension,41,Yes,Yes,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,Filler,31,NA,42,NA,4-Natural,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,104,comprehension,43,Yes,Yes,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,Filler,5,NA,44,NA,3-Neutral,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,78,comprehension,45,No,No,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,V-Prep-NP,5,of_base,46,NA,5-Very Natural,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,14,comprehension,47,Yes,Yes,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,Filler,16,NA,48,NA,5-Very Natural,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,89,comprehension,49,No,Yes,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,Filler,29,NA,50,NA,4-Natural,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,102,comprehension,51,Yes,Yes,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,V-Prep-NP,1,of_base,52,NA,4-Natural,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,1,comprehension,53,Yes,Yes,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,Filler,23,NA,54,NA,3-Neutral,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,96,comprehension,55,Yes,Yes,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,V-P-NP,12,other_NP,56,NA,3-Neutral,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,Filler,7,NA,57,NA,3-Neutral,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,80,comprehension,58,No,No,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,Filler,1,NA,59,NA,4-Natural,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,74,comprehension,60,No,No,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,Filler,12,NA,61,NA,4-Natural,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,85,comprehension,62,No,No,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,V-Prep-NP,3,of_PP,63,NA,2-Unnatural,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,9,comprehension,64,Yes,Yes,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,V-Prep-NP,2,of_NP,65,NA,2-Unnatural,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,5,comprehension,66,No,No,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,V-P-NP,2,other_NP,67,NA,2-Unnatural,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,Filler,26,NA,68,NA,4-Natural,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,99,comprehension,69,Yes,Yes,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,Filler,6,NA,70,NA,4-Natural,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,79,comprehension,71,No,No,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,Filler,3,NA,72,NA,5-Very Natural,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,76,comprehension,73,No,No,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,V-P-NP,8,other_PP,74,NA,4-Natural,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,V-P-NP,3,other_base,75,NA,5-Very Natural,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,Filler,9,NA,76,NA,2-Unnatural,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,82,comprehension,77,No,Yes,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,Filler,15,NA,78,NA,4-Natural,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,88,comprehension,79,No,No,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,V-Prep-NP,11,of_PP,80,NA,3-Neutral,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,34,comprehension,81,Yes,Yes,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,V-P-NP,4,other_NP,82,NA,3-Neutral,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,Filler,13,NA,83,NA,5-Very Natural,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,86,comprehension,84,No,No,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,Filler,35,NA,85,NA,4-Natural,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,108,comprehension,86,Yes,Yes,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,Filler,32,NA,87,NA,5-Very Natural,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,105,comprehension,88,Yes,Yes,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,V-Prep-NP,4,of_NP,89,NA,4-Natural,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,12,comprehension,90,No,No,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,Filler,36,NA,91,NA,3-Neutral,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,109,comprehension,92,Yes,Yes,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,Filler,38,NA,93,NA,4-Natural,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,111,comprehension,94,Yes,Yes,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,Filler,17,NA,95,NA,3-Neutral,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,90,comprehension,96,No,No,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,Filler,18,NA,97,NA,5-Very Natural,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,91,comprehension,98,No,No,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,Filler,34,NA,99,NA,3-Neutral,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,107,comprehension,100,Yes,Yes,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,V-Prep-NP,9,of_NP,101,NA,3-Neutral,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,27,comprehension,102,Yes,Yes,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,Filler,22,NA,103,NA,5-Very Natural,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,95,comprehension,104,Yes,Yes,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,V-P-NP,1,other_PP,105,NA,3-Neutral,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,Filler,20,NA,106,NA,4-Natural,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,93,comprehension,107,No,No,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,V-P-NP,10,other_PP,108,NA,2-Unnatural,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,Filler,8,NA,109,NA,4-Natural,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,81,comprehension,110,No,No,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,Filler,14,NA,111,NA,4-Natural,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,87,comprehension,112,No,No,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,V-P-NP,5,other_PP,113,NA,2-Unnatural,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,V-Prep-NP,12,of_NP,114,NA,3-Neutral,2024-05-08 07:47:29,Yes,United States
651c10cdf893ceabafc002da,comprehension,36,comprehension,115,No,No,2024-05-08 07:47:29,Yes,United States
655f907c54cc7835ee7b0daa,Filler,19,NA,0,NA,4-Natural,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,comprehension,92,comprehension,1,No,No,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,Filler,14,NA,2,NA,2-Unnatural,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,comprehension,87,comprehension,3,No,No,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,Filler,6,NA,4,NA,5-Very Natural,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,comprehension,79,comprehension,5,No,No,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,Filler,39,NA,6,NA,5-Very Natural,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,comprehension,112,comprehension,7,Yes,Yes,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,Filler,25,NA,8,NA,2-Unnatural,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,comprehension,98,comprehension,9,Yes,Yes,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,Filler,3,NA,10,NA,5-Very Natural,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,comprehension,76,comprehension,11,No,No,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,Filler,4,NA,12,NA,3-Neutral,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,comprehension,77,comprehension,13,No,No,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,V-Prep-NP,12,of_PP,14,NA,1-Very Unnatural,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,comprehension,37,comprehension,15,No,No,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,Filler,33,NA,16,NA,2-Unnatural,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,comprehension,106,comprehension,17,Yes,Yes,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,Filler,9,NA,18,NA,4-Natural,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,comprehension,82,comprehension,19,No,Yes,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,Filler,17,NA,20,NA,5-Very Natural,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,comprehension,90,comprehension,21,No,No,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,Filler,36,NA,22,NA,2-Unnatural,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,comprehension,109,comprehension,23,Yes,Yes,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,V-P-NP,9,other_NP,24,NA,4-Natural,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,V-P-NP,5,other_NP,25,NA,4-Natural,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,V-Prep-NP,6,of_NP,26,NA,4-Natural,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,comprehension,18,comprehension,27,No,No,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,Filler,13,NA,28,NA,5-Very Natural,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,comprehension,86,comprehension,29,No,No,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,Filler,18,NA,30,NA,5-Very Natural,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,comprehension,91,comprehension,31,No,No,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,Filler,15,NA,32,NA,5-Very Natural,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,comprehension,88,comprehension,33,No,No,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,Filler,16,NA,34,NA,5-Very Natural,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,comprehension,89,comprehension,35,No,Yes,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,Filler,28,NA,36,NA,5-Very Natural,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,comprehension,101,comprehension,37,Yes,Yes,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,Filler,34,NA,38,NA,5-Very Natural,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,comprehension,107,comprehension,39,Yes,Yes,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,Filler,24,NA,40,NA,4-Natural,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,comprehension,97,comprehension,41,Yes,Yes,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,Filler,37,NA,42,NA,5-Very Natural,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,comprehension,110,comprehension,43,Yes,Yes,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,Filler,21,NA,44,NA,5-Very Natural,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,comprehension,94,comprehension,45,Yes,Yes,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,V-Prep-NP,1,of_PP,46,NA,4-Natural,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,comprehension,3,comprehension,47,Yes,Yes,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,V-P-NP,11,other_PP,48,NA,3-Neutral,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,Filler,30,NA,49,NA,5-Very Natural,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,comprehension,103,comprehension,50,Yes,Yes,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,V-P-NP,12,other_base,51,NA,5-Very Natural,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,V-P-NP,10,other_PP,52,NA,2-Unnatural,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,V-P-NP,6,other_NP,53,NA,2-Unnatural,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,Filler,8,NA,54,NA,5-Very Natural,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,comprehension,81,comprehension,55,No,No,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,V-P-NP,8,other_NP,56,NA,3-Neutral,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,V-P-NP,3,other_PP,57,NA,2-Unnatural,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,Filler,7,NA,58,NA,5-Very Natural,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,comprehension,80,comprehension,59,No,No,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,V-Prep-NP,7,of_base,60,NA,3-Neutral,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,comprehension,20,comprehension,61,Yes,Yes,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,Filler,23,NA,62,NA,5-Very Natural,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,comprehension,96,comprehension,63,Yes,Yes,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,V-P-NP,7,other_PP,64,NA,2-Unnatural,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,Filler,31,NA,65,NA,4-Natural,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,comprehension,104,comprehension,66,Yes,Yes,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,Filler,40,NA,67,NA,5-Very Natural,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,comprehension,113,comprehension,68,Yes,Yes,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,Filler,20,NA,69,NA,5-Very Natural,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,comprehension,93,comprehension,70,No,No,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,Filler,26,NA,71,NA,5-Very Natural,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,comprehension,99,comprehension,72,Yes,Yes,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,Filler,22,NA,73,NA,5-Very Natural,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,comprehension,95,comprehension,74,Yes,Yes,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,Filler,27,NA,75,NA,4-Natural,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,comprehension,100,comprehension,76,Yes,Yes,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,V-Prep-NP,9,of_NP,77,NA,2-Unnatural,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,comprehension,27,comprehension,78,Yes,Yes,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,Filler,10,NA,79,NA,5-Very Natural,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,comprehension,83,comprehension,80,No,No,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,V-Prep-NP,4,of_PP,81,NA,3-Neutral,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,comprehension,13,comprehension,82,No,No,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,V-P-NP,1,other_base,83,NA,5-Very Natural,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,Filler,32,NA,84,NA,5-Very Natural,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,comprehension,105,comprehension,85,Yes,Yes,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,V-Prep-NP,3,of_base,86,NA,5-Very Natural,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,comprehension,7,comprehension,87,Yes,No,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,V-Prep-NP,2,of_PP,88,NA,2-Unnatural,2024-05-08 07:48:18,Yes,United States
655f907c54cc7835ee7b0daa,comprehension,6,comprehension,89,No,No,2024-05-08 07:48:18,Yes,United States
